Product_ID,Product_Name,Product_Type,Validity_Days,Data_Limit_GB,Voice_Benefit,SMS_Limit,Price_INR,Launch_Date,Telecom_Company,Availability
PRD04048,SmartBiz 554,IoT Solutions,,,N/A,100/day,554.11,2023-01-06,NextWave Communications,Discontinued
PRD04049,IoTLink 2248,Prepaid,365.0,293.92,Unlimited,500 total,2248.42,2022-07-21,BharatNet Mobile,Discontinued
PRD04050,DataMax 607,Business,,,N/A,100/day,607.91,2022-01-13,NextWave Communications,Discontinued
PRD04051,SuperTalk 1754,Business,,,N/A,500 total,1754.3,2024-06-08,IndiTel Communications,Active
PRD04052,DataMax 1582,IoT Solutions,,,N/A,500 total,1582.02,2020-02-01,IndiTel Communications,Discontinued
PRD04053,HomeFiber 873,Broadband,,372.06,N/A,100/day,873.02,2021-09-21,SkyCell Telecom,Active
PRD04054,HomeFiber 764,Broadband,,297.6,N/A,100/day,764.9,2020-05-22,BharatNet Mobile,Discontinued
PRD04055,UltraConnect 2422,IoT Solutions,,,N/A,500 total,2422.59,2023-10-19,BharatNet Mobile,Discontinued
PRD04056,HomeFiber 2137,IoT Solutions,,,N/A,50/day,2137.33,2024-06-14,BharatNet Mobile,Active
PRD04057,DataMax 161,Prepaid,365.0,423.86,1500 mins,100/day,161.47,2023-11-24,NextWave Communications,Discontinued
PRD04058,SuperTalk 1671,Broadband,,149.48,N/A,500 total,1671.51,2020-02-07,SkyCell Telecom,Discontinued
PRD04059,NetBoost 2009,Broadband,,283.58,N/A,100/day,2009.02,2023-04-30,SkyCell Telecom,Active
PRD04060,DataMax 1126,Business,,,N/A,100/day,1126.66,2021-09-01,NextWave Communications,Active
PRD04061,SmartBiz 173,Broadband,,469.13,N/A,100/day,173.38,2020-03-17,NextWave Communications,Active
PRD04062,SmartBiz 145,Broadband,,40.19,N/A,N/A,145.97,2020-08-26,IndiTel Communications,Discontinued
PRD04063,HomeFiber 287,Prepaid,365.0,409.47,1000 mins,50/day,287.07,2024-01-01,NextWave Communications,Active
PRD04064,UltraConnect 723,Prepaid,365.0,80.96,500 mins,N/A,723.08,2020-01-14,SkyCell Telecom,Active
PRD04065,UltraConnect 848,IoT Solutions,,,N/A,500 total,848.35,2022-10-30,BharatNet Mobile,Active
PRD04066,SuperTalk 1860,Postpaid,84.0,73.61,500 mins,N/A,1860.76,2024-01-07,SkyCell Telecom,Discontinued
PRD04067,IoTLink 202,Prepaid,56.0,369.89,1500 mins,N/A,202.95,2024-10-27,SkyCell Telecom,Discontinued
PRD04068,HomeFiber 1542,Postpaid,56.0,137.77,500 mins,100/day,1542.49,2024-09-16,SkyCell Telecom,Discontinued
PRD04069,SmartBiz 742,Broadband,,177.32,N/A,100/day,742.8,2022-02-23,IndiTel Communications,Active
PRD04070,NetBoost 2422,Broadband,,334.87,N/A,500 total,2422.97,2024-01-19,BharatNet Mobile,Active
PRD04071,UltraConnect 2339,Broadband,,206.76,N/A,500 total,2339.72,2023-11-29,SkyCell Telecom,Discontinued
PRD04072,ValuePlus 1935,Postpaid,365.0,275.03,Unlimited,50/day,1935.05,2023-09-16,SkyCell Telecom,Active
PRD04073,IoTLink 2150,IoT Solutions,,,N/A,50/day,2150.27,2020-12-18,BharatNet Mobile,Active
PRD04074,NetBoost 905,Broadband,,47.53,N/A,500 total,905.75,2023-05-30,BharatNet Mobile,Active
PRD04075,HomeFiber 362,Business,,,N/A,N/A,362.81,2023-08-06,IndiTel Communications,Discontinued
PRD04076,UltraConnect 2091,Broadband,,491.07,N/A,500 total,2091.3,2021-02-07,BharatNet Mobile,Active
PRD04077,IoTLink 586,IoT Solutions,,,N/A,50/day,586.61,2022-02-13,SkyCell Telecom,Discontinued
PRD04078,DataMax 445,Business,,,N/A,500 total,445.13,2020-08-14,NextWave Communications,Discontinued
PRD04079,HomeFiber 1705,Business,,,N/A,100/day,1705.6,2022-08-10,SkyCell Telecom,Discontinued
PRD04080,SuperTalk 845,Prepaid,84.0,94.65,Unlimited,50/day,845.35,2021-10-09,NextWave Communications,Active
PRD04081,SmartBiz 2024,Business,,,N/A,50/day,2024.2,2022-02-17,SkyCell Telecom,Discontinued
PRD04082,SuperTalk 569,Business,,,N/A,50/day,569.9,2024-08-18,SkyCell Telecom,Discontinued
PRD04083,SuperTalk 2088,Business,,,N/A,N/A,2088.58,2024-05-01,IndiTel Communications,Discontinued
PRD04084,UltraConnect 1903,Business,,,N/A,100/day,1903.35,2024-10-19,SkyCell Telecom,Active
PRD04085,SmartBiz 1848,Prepaid,56.0,143.81,Unlimited,N/A,1848.53,2022-04-25,NextWave Communications,Active
PRD04086,IoTLink 862,Postpaid,365.0,234.08,1500 mins,100/day,862.76,2020-11-10,BharatNet Mobile,Discontinued
PRD04087,SuperTalk 2272,Business,,,N/A,50/day,2272.99,2024-05-28,BharatNet Mobile,Active
PRD04088,IoTLink 2167,Postpaid,365.0,22.07,500 mins,50/day,2167.84,2023-03-05,NextWave Communications,Active
PRD04089,NetBoost 1756,Broadband,,360.53,N/A,100/day,1756.49,2020-06-19,SkyCell Telecom,Active
PRD04090,ValuePlus 2034,Prepaid,56.0,287.76,500 mins,100/day,2034.18,2022-02-10,SkyCell Telecom,Active
PRD04091,SuperTalk 2289,Postpaid,84.0,199.4,1000 mins,500 total,2289.21,2021-12-17,SkyCell Telecom,Discontinued
PRD04092,UltraConnect 1272,Business,,,N/A,50/day,1272.08,2020-10-15,NextWave Communications,Discontinued
PRD04093,SmartBiz 1291,Prepaid,56.0,16.99,Unlimited,50/day,1291.89,2020-11-24,BharatNet Mobile,Discontinued
PRD04094,ValuePlus 691,Prepaid,365.0,106.77,1000 mins,50/day,691.26,2024-03-06,SkyCell Telecom,Active
PRD04095,SmartBiz 2150,Prepaid,28.0,206.4,500 mins,50/day,2150.21,2024-02-02,SkyCell Telecom,Discontinued
PRD04096,DataMax 596,IoT Solutions,,,N/A,100/day,596.29,2021-03-02,NextWave Communications,Active
PRD04097,SmartBiz 1751,Postpaid,365.0,109.42,1500 mins,50/day,1751.65,2022-06-16,IndiTel Communications,Active
PRD04098,NetBoost 1188,Broadband,,28.73,N/A,50/day,1188.06,2020-01-18,IndiTel Communications,Active
PRD04099,SuperTalk 1837,Postpaid,28.0,466.71,Unlimited,50/day,1837.62,2022-08-12,IndiTel Communications,Discontinued
PRD04100,HomeFiber 1745,Broadband,,352.6,N/A,100/day,1745.31,2021-09-06,NextWave Communications,Active
PRD04101,UltraConnect 1522,IoT Solutions,,,N/A,N/A,1522.44,2020-04-19,IndiTel Communications,Discontinued
PRD04102,ValuePlus 871,Postpaid,84.0,203.67,Unlimited,100/day,871.75,2023-06-12,NextWave Communications,Discontinued
PRD04103,HomeFiber 1017,Business,,,N/A,100/day,1017.68,2024-01-19,IndiTel Communications,Active
PRD04104,NetBoost 1441,Business,,,N/A,500 total,1441.64,2022-10-01,NextWave Communications,Discontinued
PRD04105,DataMax 2142,Business,,,N/A,N/A,2142.33,2021-11-03,IndiTel Communications,Active
PRD04106,DataMax 1705,Business,,,N/A,100/day,1705.18,2020-01-16,SkyCell Telecom,Active
PRD04107,IoTLink 2111,Business,,,N/A,100/day,2111.31,2020-02-29,NextWave Communications,Discontinued
PRD04108,ValuePlus 529,Postpaid,28.0,32.39,Unlimited,N/A,529.71,2022-05-21,NextWave Communications,Active
PRD04109,DataMax 2369,IoT Solutions,,,N/A,N/A,2369.83,2021-11-20,NextWave Communications,Active
PRD04110,DataMax 1196,Broadband,,293.72,N/A,50/day,1196.31,2023-09-27,NextWave Communications,Discontinued
PRD04111,HomeFiber 1248,Broadband,,36.05,N/A,500 total,1248.85,2021-06-10,SkyCell Telecom,Active
PRD04112,IoTLink 2292,IoT Solutions,,,N/A,500 total,2292.72,2024-11-11,BharatNet Mobile,Active
PRD04113,IoTLink 1669,Business,,,N/A,500 total,1669.96,2024-02-09,NextWave Communications,Active
PRD04114,SmartBiz 318,Prepaid,28.0,276.44,1000 mins,500 total,318.8,2021-05-04,NextWave Communications,Discontinued
PRD04115,IoTLink 325,Prepaid,84.0,83.59,1000 mins,100/day,325.22,2020-10-12,SkyCell Telecom,Discontinued
PRD04116,DataMax 525,Business,,,N/A,N/A,525.57,2024-01-15,NextWave Communications,Discontinued
PRD04117,UltraConnect 1892,Postpaid,56.0,332.43,1500 mins,100/day,1892.96,2021-12-16,NextWave Communications,Active
PRD04118,IoTLink 347,IoT Solutions,,,N/A,100/day,347.33,2020-12-03,IndiTel Communications,Active
PRD04119,NetBoost 1349,IoT Solutions,,,N/A,100/day,1349.04,2023-01-11,BharatNet Mobile,Discontinued
PRD04120,HomeFiber 2029,IoT Solutions,,,N/A,N/A,2029.4,2020-11-27,NextWave Communications,Active
PRD04121,SuperTalk 812,IoT Solutions,,,N/A,100/day,812.65,2021-09-13,SkyCell Telecom,Discontinued
PRD04122,SmartBiz 122,IoT Solutions,,,N/A,100/day,122.25,2022-11-02,IndiTel Communications,Active
PRD04123,DataMax 1526,Business,,,N/A,100/day,1526.61,2023-01-05,BharatNet Mobile,Discontinued
PRD04124,DataMax 1863,Business,,,N/A,500 total,1863.63,2020-06-15,SkyCell Telecom,Active
PRD04125,SmartBiz 2307,Business,,,N/A,50/day,2307.33,2022-12-09,NextWave Communications,Active
PRD04126,SuperTalk 2284,Business,,,N/A,500 total,2284.38,2022-12-13,SkyCell Telecom,Discontinued
PRD04127,SuperTalk 1287,Postpaid,84.0,294.83,1500 mins,50/day,1287.35,2022-03-06,BharatNet Mobile,Discontinued
PRD04128,ValuePlus 319,Broadband,,360.33,N/A,100/day,319.08,2022-11-16,BharatNet Mobile,Active
PRD04129,SmartBiz 2032,Business,,,N/A,50/day,2032.13,2021-11-12,IndiTel Communications,Discontinued
PRD04130,ValuePlus 639,Postpaid,365.0,491.91,Unlimited,50/day,639.27,2020-07-05,SkyCell Telecom,Active
PRD04131,SmartBiz 1021,Prepaid,56.0,80.58,1000 mins,100/day,1021.29,2022-06-14,IndiTel Communications,Active
PRD04132,NetBoost 1826,Business,,,N/A,500 total,1826.83,2021-09-09,IndiTel Communications,Discontinued
PRD04133,NetBoost 2318,IoT Solutions,,,N/A,N/A,2318.61,2021-03-14,SkyCell Telecom,Active
PRD04134,NetBoost 2154,Broadband,,446.35,N/A,100/day,2154.38,2024-10-19,SkyCell Telecom,Active
PRD04135,HomeFiber 1440,Postpaid,56.0,199.08,1000 mins,500 total,1440.81,2020-06-11,NextWave Communications,Active
PRD04136,NetBoost 2414,Postpaid,84.0,367.37,1000 mins,50/day,2414.38,2024-07-30,BharatNet Mobile,Active
PRD04137,DataMax 1419,Prepaid,365.0,180.27,1000 mins,100/day,1419.95,2022-12-06,IndiTel Communications,Active
PRD04138,HomeFiber 929,Prepaid,56.0,460.13,500 mins,100/day,929.29,2022-10-26,NextWave Communications,Active
PRD04139,ValuePlus 959,Postpaid,84.0,367.94,500 mins,500 total,959.82,2024-10-30,NextWave Communications,Discontinued
PRD04140,NetBoost 1489,Business,,,N/A,N/A,1489.72,2022-03-30,NextWave Communications,Discontinued
PRD04141,ValuePlus 811,Business,,,N/A,500 total,811.48,2021-03-22,SkyCell Telecom,Active
PRD04142,UltraConnect 2296,Broadband,,229.26,N/A,500 total,2296.95,2020-01-12,BharatNet Mobile,Active
PRD04143,HomeFiber 2207,Business,,,N/A,100/day,2207.56,2023-06-25,IndiTel Communications,Active
PRD04144,ValuePlus 836,Postpaid,28.0,330.99,1500 mins,500 total,836.07,2024-08-28,IndiTel Communications,Discontinued
PRD04145,UltraConnect 296,Prepaid,28.0,342.13,Unlimited,50/day,296.9,2024-02-21,SkyCell Telecom,Discontinued
PRD04146,IoTLink 447,IoT Solutions,,,N/A,100/day,447.98,2022-03-09,SkyCell Telecom,Active
PRD04147,HomeFiber 2071,Business,,,N/A,N/A,2071.38,2023-07-05,NextWave Communications,Discontinued
PRD04148,HomeFiber 470,Business,,,N/A,N/A,470.54,2024-05-12,NextWave Communications,Discontinued
PRD04149,UltraConnect 1723,Business,,,N/A,100/day,1723.66,2021-04-24,NextWave Communications,Discontinued
PRD04150,ValuePlus 2395,Business,,,N/A,N/A,2395.0,2024-11-04,SkyCell Telecom,Discontinued
PRD04151,IoTLink 486,Business,,,N/A,N/A,486.85,2023-02-10,SkyCell Telecom,Discontinued
PRD04152,DataMax 2163,IoT Solutions,,,N/A,50/day,2163.38,2024-02-07,BharatNet Mobile,Discontinued
PRD04153,SmartBiz 753,Business,,,N/A,50/day,753.18,2024-02-10,BharatNet Mobile,Discontinued
PRD04154,HomeFiber 2489,Postpaid,56.0,275.85,1500 mins,100/day,2489.88,2021-09-16,SkyCell Telecom,Discontinued
PRD04155,UltraConnect 981,IoT Solutions,,,N/A,50/day,981.9,2022-12-16,SkyCell Telecom,Discontinued
PRD04156,SmartBiz 663,Business,,,N/A,N/A,663.36,2020-09-21,NextWave Communications,Active
PRD04157,UltraConnect 417,Prepaid,365.0,55.05,1500 mins,500 total,417.56,2022-07-02,NextWave Communications,Active
PRD04158,DataMax 1911,Business,,,N/A,50/day,1911.98,2021-01-24,BharatNet Mobile,Active
PRD04159,SmartBiz 494,IoT Solutions,,,N/A,100/day,494.58,2020-02-19,NextWave Communications,Active
PRD04160,SmartBiz 1439,Prepaid,56.0,12.36,1500 mins,50/day,1439.64,2024-01-25,SkyCell Telecom,Active
PRD04161,NetBoost 922,Business,,,N/A,100/day,922.17,2022-01-19,IndiTel Communications,Active
PRD04162,SuperTalk 1465,IoT Solutions,,,N/A,50/day,1465.35,2023-03-14,SkyCell Telecom,Discontinued
PRD04163,SmartBiz 451,Business,,,N/A,100/day,451.01,2021-03-09,BharatNet Mobile,Active
PRD04164,SmartBiz 893,Prepaid,365.0,93.31,500 mins,50/day,893.41,2020-06-28,IndiTel Communications,Discontinued
PRD04165,SuperTalk 2217,Broadband,,336.57,N/A,N/A,2217.17,2022-05-07,SkyCell Telecom,Discontinued
PRD04166,DataMax 2361,Business,,,N/A,100/day,2361.17,2020-06-06,IndiTel Communications,Discontinued
PRD04167,IoTLink 1667,Business,,,N/A,N/A,1667.42,2022-06-06,BharatNet Mobile,Discontinued
PRD04168,UltraConnect 888,Broadband,,61.24,N/A,N/A,888.06,2024-02-01,BharatNet Mobile,Active
PRD04169,SmartBiz 2117,Business,,,N/A,500 total,2117.89,2023-03-17,NextWave Communications,Active
PRD04170,DataMax 351,Postpaid,56.0,131.72,1500 mins,500 total,351.76,2020-09-03,IndiTel Communications,Active
PRD04171,DataMax 2475,Broadband,,474.75,N/A,N/A,2475.03,2024-01-25,SkyCell Telecom,Discontinued
PRD04172,IoTLink 2152,Postpaid,84.0,287.22,1000 mins,500 total,2152.16,2021-06-14,SkyCell Telecom,Discontinued
PRD04173,HomeFiber 1068,Postpaid,56.0,72.1,Unlimited,500 total,1068.3,2020-11-05,SkyCell Telecom,Active
PRD04174,UltraConnect 764,Postpaid,84.0,426.14,1000 mins,500 total,764.74,2020-12-26,NextWave Communications,Discontinued
PRD04175,HomeFiber 1228,Postpaid,365.0,338.61,500 mins,N/A,1228.41,2023-08-31,BharatNet Mobile,Active
PRD04176,UltraConnect 1753,Prepaid,28.0,396.51,1000 mins,100/day,1753.52,2022-09-22,BharatNet Mobile,Active
PRD04177,DataMax 1126,Postpaid,84.0,128.1,1500 mins,500 total,1126.53,2022-10-17,BharatNet Mobile,Active
PRD04178,SmartBiz 780,Broadband,,284.07,N/A,500 total,780.03,2022-05-23,BharatNet Mobile,Active
PRD04179,UltraConnect 1666,Business,,,N/A,50/day,1666.72,2020-12-15,IndiTel Communications,Active
PRD04180,SmartBiz 146,Broadband,,461.79,N/A,50/day,146.78,2024-03-08,IndiTel Communications,Active
PRD04181,UltraConnect 1572,Broadband,,478.33,N/A,50/day,1572.97,2024-08-19,BharatNet Mobile,Active
PRD04182,UltraConnect 1207,IoT Solutions,,,N/A,N/A,1207.67,2024-06-11,IndiTel Communications,Active
PRD04183,DataMax 2159,IoT Solutions,,,N/A,50/day,2159.33,2021-08-22,IndiTel Communications,Discontinued
PRD04184,ValuePlus 2496,Business,,,N/A,100/day,2496.71,2020-03-01,SkyCell Telecom,Active
PRD04185,HomeFiber 1302,Prepaid,56.0,169.79,1500 mins,50/day,1302.57,2024-02-08,IndiTel Communications,Discontinued
PRD04186,UltraConnect 1536,Broadband,,407.01,N/A,100/day,1536.26,2020-11-24,NextWave Communications,Active
PRD04187,DataMax 1344,Postpaid,28.0,5.5,1500 mins,100/day,1344.51,2022-10-10,IndiTel Communications,Discontinued
PRD04188,DataMax 2113,IoT Solutions,,,N/A,100/day,2113.98,2021-06-02,NextWave Communications,Active
PRD04189,IoTLink 2226,Business,,,N/A,100/day,2226.26,2021-11-20,SkyCell Telecom,Active
PRD04190,SmartBiz 822,IoT Solutions,,,N/A,500 total,822.11,2021-10-10,IndiTel Communications,Discontinued
PRD04191,HomeFiber 183,IoT Solutions,,,N/A,50/day,183.76,2021-03-18,IndiTel Communications,Discontinued
PRD04192,SuperTalk 1150,Postpaid,56.0,480.78,500 mins,50/day,1150.94,2022-05-16,BharatNet Mobile,Discontinued
PRD04193,SuperTalk 1025,Postpaid,28.0,155.25,1500 mins,N/A,1025.8,2024-02-18,BharatNet Mobile,Discontinued
PRD04194,SuperTalk 2383,Broadband,,312.92,N/A,N/A,2383.34,2023-09-20,IndiTel Communications,Active
PRD04195,HomeFiber 2365,Prepaid,365.0,134.38,1500 mins,50/day,2365.14,2022-09-17,SkyCell Telecom,Discontinued
PRD04196,UltraConnect 2302,Prepaid,56.0,42.97,Unlimited,50/day,2302.2,2020-10-11,IndiTel Communications,Active
PRD04197,DataMax 1135,IoT Solutions,,,N/A,100/day,1135.43,2022-05-30,BharatNet Mobile,Active
PRD04198,UltraConnect 466,Postpaid,84.0,6.99,500 mins,50/day,466.15,2022-12-05,SkyCell Telecom,Active
PRD04199,DataMax 1009,Postpaid,28.0,368.84,1500 mins,50/day,1009.46,2024-03-05,SkyCell Telecom,Active
PRD04200,SuperTalk 1512,Business,,,N/A,500 total,1512.77,2022-12-06,SkyCell Telecom,Discontinued
PRD04201,NetBoost 2225,IoT Solutions,,,N/A,50/day,2225.09,2022-01-13,SkyCell Telecom,Active
PRD04202,NetBoost 1367,Broadband,,233.78,N/A,100/day,1367.82,2020-03-21,IndiTel Communications,Discontinued
PRD04203,SuperTalk 1987,Prepaid,56.0,151.64,1000 mins,500 total,1987.8,2020-04-27,IndiTel Communications,Discontinued
PRD04204,ValuePlus 649,Business,,,N/A,N/A,649.78,2022-04-09,IndiTel Communications,Discontinued
PRD04205,IoTLink 610,Postpaid,56.0,438.51,500 mins,100/day,610.03,2021-09-02,SkyCell Telecom,Active
PRD04206,SmartBiz 1416,Prepaid,28.0,471.21,1500 mins,50/day,1416.5,2020-04-18,BharatNet Mobile,Active
PRD04207,DataMax 2157,Business,,,N/A,N/A,2157.59,2023-11-24,SkyCell Telecom,Active
PRD04208,SuperTalk 119,Prepaid,28.0,250.79,1500 mins,N/A,119.64,2021-07-07,BharatNet Mobile,Active
PRD04209,UltraConnect 2132,Broadband,,248.42,N/A,50/day,2132.12,2023-12-20,NextWave Communications,Discontinued
PRD04210,UltraConnect 1290,Business,,,N/A,100/day,1290.43,2022-04-07,IndiTel Communications,Active
PRD04211,ValuePlus 586,Broadband,,456.79,N/A,500 total,586.25,2023-09-14,IndiTel Communications,Active
PRD04212,UltraConnect 595,Postpaid,84.0,317.38,Unlimited,N/A,595.55,2024-11-21,SkyCell Telecom,Active
PRD04213,HomeFiber 1825,Prepaid,84.0,103.01,1000 mins,100/day,1825.77,2024-02-08,IndiTel Communications,Discontinued
PRD04214,DataMax 1632,Prepaid,84.0,438.75,1500 mins,N/A,1632.38,2021-08-11,NextWave Communications,Discontinued
PRD04215,SuperTalk 129,Business,,,N/A,100/day,129.03,2024-08-24,SkyCell Telecom,Active
PRD04216,SuperTalk 2475,Prepaid,84.0,66.01,1000 mins,50/day,2475.85,2024-04-22,BharatNet Mobile,Discontinued
PRD04217,SmartBiz 477,IoT Solutions,,,N/A,500 total,477.04,2022-01-22,NextWave Communications,Discontinued
PRD04218,SuperTalk 1619,Prepaid,56.0,428.07,1500 mins,100/day,1619.47,2022-01-28,SkyCell Telecom,Active
PRD04219,NetBoost 1031,IoT Solutions,,,N/A,100/day,1031.58,2020-04-13,IndiTel Communications,Discontinued
PRD04220,UltraConnect 1326,Prepaid,84.0,100.58,500 mins,50/day,1326.39,2020-11-28,SkyCell Telecom,Discontinued
PRD04221,ValuePlus 1817,Prepaid,365.0,189.67,1000 mins,50/day,1817.73,2021-08-29,NextWave Communications,Active
PRD04222,SuperTalk 966,Business,,,N/A,50/day,966.43,2021-08-16,IndiTel Communications,Discontinued
PRD04223,ValuePlus 2397,IoT Solutions,,,N/A,500 total,2397.49,2020-11-21,BharatNet Mobile,Discontinued
PRD04224,SmartBiz 874,Business,,,N/A,N/A,874.77,2020-08-23,SkyCell Telecom,Active
PRD04225,IoTLink 1416,Broadband,,215.19,N/A,100/day,1416.17,2023-06-07,IndiTel Communications,Active
PRD04226,SmartBiz 505,Prepaid,365.0,227.85,1000 mins,100/day,505.65,2020-09-25,NextWave Communications,Active
PRD04227,SmartBiz 1361,Postpaid,28.0,152.95,1000 mins,100/day,1361.01,2024-07-19,IndiTel Communications,Discontinued
PRD04228,SuperTalk 2081,Postpaid,56.0,137.78,500 mins,100/day,2081.28,2020-05-21,IndiTel Communications,Active
PRD04229,ValuePlus 725,Postpaid,365.0,141.26,Unlimited,50/day,725.29,2020-06-03,SkyCell Telecom,Discontinued
PRD04230,HomeFiber 1053,Postpaid,28.0,323.78,1000 mins,100/day,1053.64,2022-11-11,BharatNet Mobile,Active
PRD04231,SuperTalk 2350,Prepaid,84.0,103.67,500 mins,N/A,2350.07,2023-03-13,IndiTel Communications,Active
PRD04232,IoTLink 1634,Prepaid,28.0,96.77,1000 mins,100/day,1634.45,2020-03-28,BharatNet Mobile,Discontinued
PRD04233,DataMax 1267,Postpaid,28.0,1.78,1000 mins,500 total,1267.0,2023-07-03,SkyCell Telecom,Discontinued
PRD04234,UltraConnect 1646,Broadband,,225.6,N/A,100/day,1646.32,2024-05-13,NextWave Communications,Discontinued
PRD04235,UltraConnect 422,Postpaid,365.0,290.12,500 mins,50/day,422.38,2021-02-01,NextWave Communications,Active
PRD04236,SuperTalk 1542,Business,,,N/A,500 total,1542.78,2024-09-28,BharatNet Mobile,Active
PRD04237,IoTLink 2185,IoT Solutions,,,N/A,50/day,2185.36,2024-07-14,BharatNet Mobile,Discontinued
PRD04238,SmartBiz 2398,IoT Solutions,,,N/A,500 total,2398.08,2022-12-31,BharatNet Mobile,Discontinued
PRD04239,SuperTalk 949,Broadband,,194.71,N/A,N/A,949.5,2021-12-26,IndiTel Communications,Active
PRD04240,SuperTalk 683,Prepaid,28.0,347.85,Unlimited,500 total,683.76,2023-02-11,BharatNet Mobile,Active
PRD04241,HomeFiber 1311,IoT Solutions,,,N/A,500 total,1311.64,2022-01-18,SkyCell Telecom,Discontinued
PRD04242,ValuePlus 369,IoT Solutions,,,N/A,100/day,369.17,2023-01-05,BharatNet Mobile,Active
PRD04243,ValuePlus 2182,Broadband,,397.41,N/A,500 total,2182.26,2023-10-13,IndiTel Communications,Active
PRD04244,HomeFiber 2483,Prepaid,365.0,249.18,Unlimited,50/day,2483.22,2024-12-14,NextWave Communications,Discontinued
PRD04245,SmartBiz 1826,Prepaid,365.0,275.81,1000 mins,N/A,1826.96,2020-08-28,NextWave Communications,Active
PRD04246,UltraConnect 528,Prepaid,365.0,368.11,Unlimited,50/day,528.05,2020-12-27,NextWave Communications,Active
PRD04247,SmartBiz 699,IoT Solutions,,,N/A,500 total,699.9,2020-07-22,SkyCell Telecom,Active
PRD04248,SuperTalk 1529,Postpaid,56.0,203.11,Unlimited,N/A,1529.1,2024-06-20,NextWave Communications,Discontinued
PRD04249,ValuePlus 355,Broadband,,85.23,N/A,100/day,355.59,2022-07-07,SkyCell Telecom,Active
PRD04250,IoTLink 1377,Prepaid,56.0,79.36,Unlimited,500 total,1377.2,2020-10-18,SkyCell Telecom,Active
PRD04251,SmartBiz 1789,Prepaid,28.0,68.77,500 mins,N/A,1789.14,2020-12-02,SkyCell Telecom,Discontinued
PRD04252,NetBoost 1617,Broadband,,357.3,N/A,50/day,1617.47,2023-06-13,BharatNet Mobile,Active
PRD04253,SuperTalk 360,Postpaid,56.0,86.27,1500 mins,50/day,360.51,2023-09-28,SkyCell Telecom,Discontinued
PRD04254,DataMax 1146,Broadband,,260.66,N/A,50/day,1146.77,2024-03-06,NextWave Communications,Active
PRD04255,DataMax 1371,Postpaid,84.0,295.53,1500 mins,N/A,1371.26,2020-07-26,SkyCell Telecom,Active
PRD04256,IoTLink 497,Business,,,N/A,100/day,497.25,2021-10-16,IndiTel Communications,Discontinued
PRD04257,ValuePlus 860,Prepaid,365.0,233.29,1500 mins,N/A,860.58,2022-05-01,NextWave Communications,Discontinued
PRD04258,ValuePlus 2206,Broadband,,18.39,N/A,N/A,2206.86,2022-06-12,IndiTel Communications,Discontinued
PRD04259,ValuePlus 2449,Prepaid,84.0,253.8,Unlimited,50/day,2449.29,2021-08-06,NextWave Communications,Discontinued
PRD04260,HomeFiber 1659,IoT Solutions,,,N/A,N/A,1659.78,2020-08-05,IndiTel Communications,Active
PRD04261,SmartBiz 1552,Business,,,N/A,N/A,1552.63,2024-04-04,BharatNet Mobile,Active
PRD04262,SmartBiz 1367,Prepaid,28.0,319.56,500 mins,100/day,1367.94,2022-01-24,NextWave Communications,Discontinued
PRD04263,NetBoost 213,Broadband,,298.09,N/A,N/A,213.92,2023-12-22,BharatNet Mobile,Active
PRD04264,SmartBiz 937,Business,,,N/A,N/A,937.39,2020-06-16,SkyCell Telecom,Discontinued
PRD04265,UltraConnect 1179,Business,,,N/A,50/day,1179.01,2021-09-16,NextWave Communications,Active
PRD04266,NetBoost 660,Postpaid,56.0,402.82,500 mins,100/day,660.2,2020-06-10,BharatNet Mobile,Active
PRD04267,HomeFiber 713,IoT Solutions,,,N/A,500 total,713.99,2020-06-26,SkyCell Telecom,Discontinued
PRD04268,HomeFiber 1193,Broadband,,184.11,N/A,100/day,1193.06,2021-11-16,NextWave Communications,Discontinued
PRD04269,NetBoost 2201,Broadband,,401.41,N/A,100/day,2201.66,2022-09-27,NextWave Communications,Discontinued
PRD04270,HomeFiber 2057,Prepaid,28.0,132.45,1000 mins,50/day,2057.62,2020-02-17,SkyCell Telecom,Discontinued
PRD04271,NetBoost 811,Business,,,N/A,50/day,811.43,2021-12-22,BharatNet Mobile,Active
PRD04272,SuperTalk 178,Prepaid,28.0,24.78,1500 mins,50/day,178.67,2021-07-05,SkyCell Telecom,Active
PRD04273,ValuePlus 530,Postpaid,28.0,308.19,Unlimited,100/day,530.64,2023-12-11,NextWave Communications,Active
PRD04274,UltraConnect 1025,Business,,,N/A,100/day,1025.62,2021-09-13,SkyCell Telecom,Active
PRD04275,NetBoost 2470,IoT Solutions,,,N/A,N/A,2470.94,2020-03-13,NextWave Communications,Discontinued
PRD04276,SuperTalk 566,IoT Solutions,,,N/A,100/day,566.41,2022-12-11,IndiTel Communications,Active
PRD04277,DataMax 565,IoT Solutions,,,N/A,50/day,565.43,2020-12-06,NextWave Communications,Discontinued
PRD04278,DataMax 1683,Postpaid,56.0,364.7,1000 mins,500 total,1683.87,2021-01-17,IndiTel Communications,Active
PRD04279,DataMax 824,IoT Solutions,,,N/A,50/day,824.1,2021-12-06,IndiTel Communications,Active
PRD04280,IoTLink 339,Postpaid,28.0,42.92,500 mins,100/day,339.15,2024-11-04,NextWave Communications,Active
PRD04281,DataMax 658,IoT Solutions,,,N/A,50/day,658.99,2021-12-02,NextWave Communications,Discontinued
